식당(ID),식당명,지점명,지역명,주차가능여부,와이파이제공여부,놀이방유무,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,배달서비스유무,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,스마트오더유무,대표메뉴명,식당상태,해시태그,면적정보내용
12774,파크 하얏트 서울 코너스톤,,강남구,N,N,N,N,Y,,,N,"레드테이블,네이버","http://www.eoul.park.hyattretaurant.kr/ko/web/cornertone/,http://www.facebook.com/parkhyatteoul,http://www.intagram.com/parkhyatteoul",한국문화의집,37.5068182,127.0604764,198.80284,N,,NORMAL,"모범음식점,블루리본,트립어드바이저",
12775,불땡,,중구,N,N,N,N,N,,,N,레드테이블,,해풍부원군윤택영댁재실,37.5583638,126.9944031,99.78978,N,,NORMAL,,
12776,봉래헌,,강서구,Y,N,N,N,Y,월요일,매일 12:00~21:00,N,레드테이블,"http://www.mayfield.co.kr/2017/kor/html/retaurant/bongraeheon.ap,http://www.facebook.com/mayfieldhotel,http://www.intagram.com/mayfield_hotel/",수협강서수산물도매시장,37.5526891,126.8189018,610.76126,N,"금강,봉래,수라,풍악",NORMAL,"모범음식점,블루리본,씨트립,안심식당",
12778,불이아,홍대점,마포구,Y,N,N,N,N,연중무휴,매일 11:00~23:00,N,"레드테이블,네이버",http://www.bulia.co.kr/,레치키치 스튜디오,37.5576266,126.9273315,152.06211,Y,,NORMAL,"모범음식점,블루리본,안심식당,트립어드바이저",
12779,제일콩집,,노원구,Y,Y,N,N,Y,,매일 09:30~21:00,N,레드테이블,"http://cafe.naver.com/jkong/,http://www.facebook.com/page/%EC%A0%9C%EC%9D%BC%EC%BD%A9%EC%A7%91/288185931224201?fref=t",태릉입구역,37.6191471,127.0751544,102.17378,N,"닭날개튀김,두부고기전골(大),두부한방보쌈(大),새우튀김",NORMAL,"모범음식점,블루리본",
12780,하동관,명동본점,중구,Y,N,N,N,N,일요일,매일 07:00~16:00,N,레드테이블,http://www.hadongkwan.com/,을지로노가리골목 시작점,37.5676153,126.9908415,78.10322,N,,NORMAL,"모범음식점,미쉐린 가이드,블루리본,트립어드바이저,포장가능",
12781,우래옥,,중구,N,N,N,N,Y,월요일,매일 11:30~21:30,N,레드테이블,,광장시장 한복문화 체험관,37.5701653,126.9997218,104.86449,N,"갈비(1인분/180g),대긴갈비(1인분/150g),소금구이(등심/1인분/150g),육회(1인분)",NORMAL,"모범음식점,미쉐린 가이드,블루리본",
12782,현복집,본점,강남구,N,N,N,N,N,,"매일 11:00~03:00, 일요일 11:00~22:00",N,"레드테이블,네이버",,하우스 도산,37.5253846,127.03571,154.04134,N,,NORMAL,"모범음식점,씨트립",
12783,배나무골,양재본점,서초구,Y,Y,N,N,Y,,"매일 11:30~21:30, 매일 15:00~17:00",N,레드테이블,http://baenamugolyj.modoo.at,매헌 윤봉길의사 기념관,37.4730134,127.0369572,193.10772,N,,NORMAL,"모범음식점,씨트립,안심식당,포장가능",
12784,대도식당,왕십리본점,성동구,Y,N,N,N,Y,,매일 11:00~22:00,N,레드테이블,http://www.intagram.com/thebay101_official,왕십리곱창거리,37.5652865,127.0364202,389.37151,N,"대도 한우육회(150g),한우 대패등심(120g),한우생등심(170g),혼",NORMAL,트립어드바이저,
12785,낙원,,강서구,Y,N,N,N,Y,,,N,레드테이블,"http://www.mayfield.co.kr/2017/kor/html/retaurant/nakwon.ap,http://www.facebook.com/mayfieldhotel,http://www.intagram.com/mayfield_hotel/",수협강서수산물도매시장,37.5526891,126.8189018,610.76126,N,"낙원 정식(1인분),안심(130g/1인분),안창살(130g/1인분),토시살(130g/1인분)",NORMAL,"모범음식점,블루리본,안심식당",
12786,참누렁소,,노원구,Y,N,N,N,N,,매일 11:00~22:00,N,레드테이블,,서울특별시교육청 노원평생학습관,37.6395113,127.0677941,180.81637,N,"불고기(200g),살치살(100g),생갈비(200g),안창살(100g)",NORMAL,모범음식점,
12787,진주회관,,중구,Y,N,N,N,N,,"평일 11:00~21:00, 주말 11:00~20:00",N,레드테이블,,서울광장,37.5657099,126.9780155,163.06228,N,"등심 (200g),삼겹살 (170g),차돌백이 (200g),항정살 (170g)",NORMAL,"모범음식점,블루리본",
12788,함평면옥,,서대문구,N,N,N,N,N,,매일 11:00~21:00,N,레드테이블,,신촌역,37.5598056,126.9419226,117.837,N,"등심불고기(점심특선/1인/11:00am~15:00pm),떡갈비(점심특선/1인/11:00am~15:00pm),보리굴비(점심특선/1인/11:00am~15:00pm),샤브식만두전골(점심특선/1인/11:00am~15:00pm)",NORMAL,모범음식점,
12789,메이필드호텔 라페스타,,강서구,Y,N,N,Y,Y,월요일,,N,네이버,"http://www.mayfield.co.kr/2017/kor/html/retaurant/la_feta.ap,http://www.facebook.com/mayfieldhotel,http://www.intagram.com/mayfield_hotel/",수협강서수산물도매시장,37.5526891,126.8189018,610.76126,N,,NORMAL,"모범음식점,안심식당,트립어드바이저",
12790,이즈미,압구정점,강남구,Y,N,N,Y,Y,,,N,레드테이블,,도산공원,37.5214633,127.0338117,83.65713,N,,NORMAL,"모범음식점,포장가능",
12791,한일관,압구정점,강남구,N,N,N,N,N,,매일 11:30~21:30,N,레드테이블,http://www.hanilkwan.co.kr/,창희보석예술관,37.5277319,127.0301452,59.15139,N,,NORMAL,"모범음식점,미쉐린 가이드,블루리본,트립어드바이저",
12792,빕스 프리미어,등촌점,강서구,Y,N,Y,N,Y,,매일 11:30~21:30,N,"레드테이블,네이버",http://www.ivip.co.kr/,발산역,37.5590293,126.8373108,435.80528,Y,,NORMAL,"모범음식점,안심식당",
12793,신의주찹쌀순대,본가직영점,강동구,N,N,N,Y,N,,"매일 00:00~24:00, 휴무 21:30~09:30",N,레드테이블,"http://bigoondae.com/,http://blog.naver.com/gfood",강풀만화거리,37.5356027,127.1300667,305.98297,N,,NORMAL,모범음식점,
12794,포폴라리타,,서초구,Y,Y,N,Y,Y,,,N,"레드테이블,네이버","http://popolarita.modoo.at/,http://blog.naver.com/popolarita,http://www.intagram.com",심산기념문화센터,37.4988457,126.9904941,154.72746,Y,,NORMAL,"모범음식점,블루리본,트립어드바이저",
12795,아웃백스테이크하우스,도곡점,강남구,N,N,N,Y,Y,,매일 11:00~22:00,N,"레드테이블,네이버","http://www.outback.co.kr,http://www.intagram.com/outbackkorea,http://www.facebook.com/koreaoutback",구룡역,37.487021,127.059007,247.04915,N,,NORMAL,"모범음식점,트립어드바이저,포장가능",
12796,보노보노플러스,삼성점,강남구,Y,N,N,Y,Y,,,N,"레드테이블,네이버",http://www.hinegaefood.com/bonobono/tore/tore.f,코엑스동측광장,37.5117148,127.059443,66.00484,Y,,NORMAL,"트립어드바이저,포장가능",
12797,진수사,,강남구,Y,Y,N,Y,Y,일요일,매일 11:30~22:00,N,레드테이블,,지식재산전문도서관,37.5001352,127.0329541,231.96123,N,,NORMAL,모범음식점,
12798,백제갈비,,동작구,Y,Y,N,N,Y,,매일 11:00~23:00,N,레드테이블,"http://pf.kakao.com/_hncAd,http://baekje231.modoo.at",남성역골목시장,37.4829235,126.9725519,130.22794,N,,NORMAL,"모범음식점,안심식당",
12799,한영가락활어회/씨푸드,,송파구,Y,N,Y,N,Y,,매일 10:00~24:00,N,레드테이블,,가락시장(가락농수산물 도매시장),37.4934876,127.111507,257.32439,N,,NORMAL,모범음식점,
12800,명문 부대찌개 삼겹살,,노원구,N,N,N,N,N,,매일 10:00~23:00,N,레드테이블,,노원역,37.6561167,127.0624106,176.64533,N,"부대전골 大,부대찌개(1인),삼겹살 1인분 180g,삼겹살 볶음밥",NORMAL,모범음식점,
12801,다함닭갈비,,중랑구,Y,Y,N,N,Y,,"일요일 11:30~23:00, 토요일 12:00~23:30",N,레드테이블,http://www.intagram.com/explore/tag/%EB%8B%A4%ED%95%A8%EB%8B%AD%EA%B0%88%EB%B9%84/,사가정시장,37.5811667,127.0893999,139.59568,N,"다함닭갈비,막국수,모듬사리,치즈떡사리",NORMAL,"모범음식점,안심식당",
12802,한국돈거래소,코엑스점,강남구,Y,Y,N,N,Y,,매일 11:00~22:00,N,레드테이블,http://jcfood.kr/,한국종합무역센터(코엑스),37.5117454,127.0591541,224.75733,N,,NORMAL,모범음식점,
12803,음악살롱,,강남구,Y,Y,N,Y,Y,일요일,매일 11:30~01:00,N,레드테이블,"http://blog.naver.com/tmjyw,http://blog.naver.com/tmjyw,http://www.facebook.com/260240111016139",논현종합시장,37.5100749,127.0347544,121.39365,N,,NORMAL,모범음식점,
12804,대가식당,,광진구,Y,N,N,Y,N,,매일 11:00~22:00,N,레드테이블,http://www.대가식당.com/,몽골 울란바타르 문화진흥원,37.5455366,127.0981829,514.14516,N,,NORMAL,모범음식점,
12805,삼대족발,연신내점,은평구,N,N,N,N,N,,,Y,레드테이블,"http://www.삼대족발.com/,http://24102.mbym.co.kr/",연신내역,37.6189426,126.9208664,84.02262,Y,,NORMAL,"모범음식점,안심식당,포장가능",
12806,옹골찬아구동태해물찜탕,본점,중랑구,N,Y,N,Y,Y,,매일 00:00~24:00,N,레드테이블,,중랑문화원,37.5737914,127.0849944,282.65014,N,"낙지찜 (4인/大),매콤명태조림 (4인/大),전복해물찜 (4인/大),해물찜 (4인/大)",NORMAL,"모범음식점,포장가능",
12807,맛찬들왕소금구이,구로점,구로구,Y,N,N,N,Y,,"평일 11:00~00:00, 주말 11:00~00:00",Y,"레드테이블,네이버","http://www.intagram.com/mcdgrd,http://mcdgrd.modoo.at",음식문화특화거리(깔깔거리),37.4838875,126.9008665,129.66323,N,,NORMAL,"모범음식점,포장가능",
12808,한근더한근,,성북구,N,N,N,Y,N,,,N,레드테이블,,돌곶이역,37.610607,127.0571574,376.37797,N,,NORMAL,모범음식점,
12809,제주흑돈,,중구,N,N,N,N,N,,,N,레드테이블,,북바이북,37.5719972,126.974327,64.54656,N,,NORMAL,,
12810,항방양육관,장안점,동대문구,Y,Y,N,N,N,,매일 14:00~02:00,Y,레드테이블,http://hangbangja.itrock.kr/,장안평 자동차산업 종합정보센터,37.5604509,127.0603415,240.69961,N,"마라샹궈,양등심갈비(300g),풍미가지,향하대하",NORMAL,모범음식점,
12811,본가집가마솥설렁탕,금천구청본점,금천구,Y,Y,N,N,Y,,"평일 10:00~22:00, 주말 10:00~22:00",N,레드테이블,,비단길현대시장,37.4577373,126.9048812,295.75057,N,"꼬리찜 大,설렁탕(1인분),어린이설렁탕(12세 미만),특설렁탕",NORMAL,"모범음식점,포장가능",
12812,원주골돌솥추어탕,,관악구,Y,Y,N,N,Y,,매일 09:00~21:00,N,레드테이블,,보라매안전체험관,37.4929339,126.9172398,374.0091,N,"돌솥갈비탕,돌솥통추어탕,전복돌솥갈비탕,전복돌솥추어탕",NORMAL,"모범음식점,안심식당",
12813,정 참치,,성동구,N,N,N,Y,Y,일요일,"평일 17:00~01:00, 토요일 17:00~24:00",N,레드테이블,,성수동수제화거리,37.5461794,127.0513908,148.29769,N,,NORMAL,모범음식점,
12815,국대오리,일원점,강남구,N,N,N,N,N,일요일,매일 11:00~21:00,N,레드테이블,,세라믹 팔레스 홀,37.4861432,127.0823555,180.3346,N,,NORMAL,모범음식점,
12816,명태어장,신월직영점,양천구,Y,N,N,N,N,,매일 11:00~24:00,N,레드테이블,,신정1동 골목시장,37.5207506,126.8544487,332.65886,N,,NORMAL,모범음식점,
12817,산채향,,노원구,Y,N,N,N,Y,,매일 11:00~21:30,N,레드테이블,,노원역,37.6535198,127.0608257,228.39454,N,,NORMAL,,
12818,(유)오반 착한낙지,,강서구,N,N,N,N,N,,,N,레드테이블,,,,,,N,,NORMAL,포장가능,
12819,무한장어,역삼점,강남구,Y,Y,N,N,Y,,매일 11:30~23:00,N,레드테이블,http://janga92.co.kr/ooyoung8816,씽크씽크미술관,37.5108509,127.0507105,103.73232,N,,NORMAL,포장가능,
12820,훈민정,,중구,N,N,N,N,Y,,평일 11:00~22:00,N,레드테이블,,조선일보미술관,37.5678763,126.9754657,16.43988,N,"낙지갈비탕,전복갈비탕,파불고기(150g),파불고기전골",NORMAL,모범음식점,
12821,한양숯불갈비,,강서구,N,N,N,N,N,,,N,레드테이블,,화곡동 도매시장,37.5301458,126.8588852,303.15113,N,,NORMAL,,
12822,목향칼국수,,양천구,N,Y,N,N,N,,"주말 10:00~21:00, 평일 10:00~21:00",N,레드테이블,,월정로재래시장,37.5330172,126.8342785,180.08182,N,,NORMAL,"모범음식점,안심식당",
12823,큰맘할매순대국,금천구청점,금천구,N,N,N,N,N,,매일 00:00~24:00,Y,레드테이블,http://www.bkfood.kr/,금천구청역,37.456945,126.8941797,315.2719,N,"辛얼큰버섯순대국,묵은지갈비찜(대),순대국,할매모듬(대)",NORMAL,모범음식점,
12824,장남식당,,마포구,N,N,N,N,N,,,N,레드테이블,,마포대교 야경,37.536471,126.9418447,140.29267,N,,NORMAL,,
12825,대가원,수유점,강북구,Y,Y,N,N,N,,매일 11:30~23:00,N,레드테이블,http://www.대가원.kr,우이시장,37.6462152,127.0198067,246.58454,N,,NORMAL,"모범음식점,포장가능",
12826,또피자,,중구,N,N,N,N,N,,,N,레드테이블,,동대문역사문화공원역,37.565788,127.008552,4.04304,N,,NORMAL,포장가능,
12827,감미정,,영등포구,N,N,N,Y,N,,,Y,레드테이블,,서울우리시장,37.4973645,126.904728,299.61435,N,,NORMAL,모범음식점,
12828,수락해신탕,,노원구,N,N,N,N,N,,"매일 12:00~21:00, 일요일 12:00~18:00",N,레드테이블,,수락산역,37.6774663,127.0553673,234.81296,N,"랍스터해신탕,랍스터해천탕,수락해신탕(낙지/4인),해천탕(문어/4인)",NORMAL,모범음식점,
12830,마실한우정육식당,,종로구,N,N,N,Y,N,,매일 00:00~24:00,N,레드테이블,http://www.xn--hz2bq0ol5ci4t.kr/,신설동역,37.5764697,127.0259678,172.64956,N,,NORMAL,모범음식점,
12831,제주몬트락,개롱역점,송파구,Y,Y,N,N,Y,,매일 11:30~23:00,N,"레드테이블,네이버",http://www.jejumontrak.co.kr/,개롱역,37.4985772,127.1338152,324.86532,N,,NORMAL,"모범음식점,포장가능",
12832,일도씨찜닭,,송파구,Y,N,N,N,Y,,매일 11:00~22:00,N,"레드테이블,네이버","http://ildofamily.modoo.at/,http://www.facebook.com/ildofam,http://blog.naver.com/ildofamily",롯데월드 가든스테이지,37.5112295,127.0979395,162.81015,N,,NORMAL,모범음식점,
12833,삼성돈구이,,강남구,N,N,N,Y,N,,매일 10:00~22:00,N,레드테이블,,송파둘레길탄천길 종점,37.5183674,127.0679927,87.52199,N,,NORMAL,,
12834,현가츠,,중구,N,Y,N,N,Y,일요일,매일 11:00~21:00,N,레드테이블,http://hyunga0673.modoo.at/,청자 수입상가,37.5588449,126.977368,34.27078,N,,NORMAL,모범음식점,
12836,반값소,,도봉구,Y,Y,N,N,Y,,매일 12:00~24:00,N,레드테이블,,북한산방학능선길 종점,37.6634856,127.0279445,429.00165,N,,NORMAL,모범음식점,
12837,북창동순두부,가산디지털점,금천구,Y,N,N,N,N,,매일 10:00~22:00,N,레드테이블,"http://www.dkore.co.kr,http://www.intagram.com/deliciou.korean.retaurant/",,,,,N,,NORMAL,"모범음식점,트립어드바이저",
12839,라온석갈비,,성동구,Y,Y,N,N,Y,일요일,매일 11:30~22:00,N,레드테이블,,성수동수제화거리,37.5440061,127.0546664,117.77405,N,,NORMAL,모범음식점,
12840,명태어장,서울대점,관악구,Y,N,N,N,N,,매일 11:00~22:00,N,레드테이블,,낙성대시장,37.4786386,126.9560359,144.84865,N,,NORMAL,"모범음식점,안심식당,포장가능",
12841,황금성,,도봉구,N,N,N,N,Y,연중무휴,매일 11:00~21:00,Y,레드테이블,http://at.oin.kr/029963030,박을복자수박물관,37.6538057,127.008488,86.21178,Y,,NORMAL,"모범음식점,안심식당",
12842,도선,,광진구,N,N,N,N,N,,,N,레드테이블,,테크노마트 강변점,37.5357043,127.095776,99.10323,N,,NORMAL,모범음식점,
12843,태풍참치,,강서구,Y,N,N,N,Y,연중무휴,매일 14:00~22:00,Y,레드테이블,http://tormtuna.itrock.kr/,발산역,37.5590293,126.8373108,70.96871,N,,NORMAL,"모범음식점,안심식당",
12844,우돈정육식당,,은평구,N,N,N,N,N,,,N,레드테이블,,불광역,37.610554,126.9293057,64.72678,N,,NORMAL,"모범음식점,안심식당",
12845,고반식당,선릉점,강남구,Y,Y,N,N,N,,"평일 11:00~23:00, 주말 13:00~23:00",Y,"레드테이블,네이버",,서울 선릉(성종과 정현왕후)과 정릉(중종) [유네스코 세계문화유산],37.5074207,127.0471803,371.09534,N,,NORMAL,,
12846,장항복집,,관악구,N,N,N,N,N,,매일 10:00~21:00,N,레드테이블,,당곡시장,37.4902946,126.9288658,382.22839,N,,NORMAL,"모범음식점,안심식당",
12847,유진반점,,은평구,N,N,N,N,N,,매일 11:00~20:00,N,레드테이블,"http://1eyong023526565.modoo.at,http://24309.mbym.co.kr/",구산역,37.6112121,126.9171827,421.21731,N,"깐쇼새우,깐풍새우,잡탕,팔보채",NORMAL,모범음식점,
12848,금용각,,광진구,N,N,N,N,N,,매일 11:00~21:00,N,레드테이블,,긴고랑길아트투어거리,37.5589498,127.0896773,189.27181,N,,NORMAL,모범음식점,
12849,명성,,동작구,Y,Y,N,N,N,일요일,매일 11:30~22:00,N,레드테이블,,상도4동도깨비골목시장,37.5016954,126.9371239,136.75714,N,"저녁 스페셜정식(저녁),점심 회정식(점심),초밥(활어),활어회(특대)",NORMAL,"모범음식점,안심식당",
12850,한우1번지,,강서구,Y,Y,N,N,Y,,매일 11:00~23:00,N,레드테이블,,황금내근린공원,37.5618639,126.8641232,62.37173,N,"한우 불고기전골(1인),한우국밥,한우선지국밥,한우한마리(500g)",NORMAL,"모범음식점,안심식당",
12851,사조회참치,독산점,금천구,N,N,N,N,N,,,Y,레드테이블,http://ajotuna.modoo.at/,금천구립독산도서관,37.4675589,126.9080691,400.8617,N,"긴죠텐운(720ml),참치머리한판(28pcs),한판참치(특선/28pcs),혼마구로(24pcs)",NORMAL,모범음식점,
12852,백억하누,강남본점,강남구,Y,Y,N,Y,Y,연중무휴,매일 11:30~22:30,Y,"레드테이블,네이버","http://baekeokhanu.modoo.at/,http://marttore.naver.com/100_food",브이알존 큐브 강남점,37.4999239,127.0255686,175.07681,N,,NORMAL,"모범음식점,포장가능",
12853,이지인디아(ezIndia),,서대문구,N,N,N,N,N,,,N,레드테이블,,밀리오레 (신촌점),37.5598056,126.941922,74.54142,N,,NORMAL,,
12854,여우골초밥,신촌점,서대문구,Y,Y,N,N,Y,,매일 11:30~22:30,N,레드테이블,,신촌연세로 종점,37.5598207,126.9368991,137.13886,N,,NORMAL,"모범음식점,포장가능",
12855,왕십리원조황소곱창,,성동구,Y,N,N,Y,N,,평일 15:00~01:00,Y,"레드테이블,네이버",,상왕십리역,37.5639741,127.0298208,260.88999,N,,NORMAL,모범음식점,
12856,하이난,,광진구,Y,N,N,N,Y,일요일,,Y,레드테이블,,세종대학교박물관,37.5514577,127.0738628,105.54525,N,"복(1人),수(1人)",NORMAL,"모범음식점,씨트립,안심식당",
12857,강강술래,상계점,노원구,Y,Y,Y,N,Y,,매일 11:00~22:00,Y,레드테이블,http://www.ullai.com/,수락산역,37.6774663,127.0553673,406.99809,N,"강강양념구이(4대 260g),강강양념정식(평일 오후 4시 이후),술래양념구이(4대 290g),술래양념정식(평일 오후 4시 이후)",NORMAL,"모범음식점,포장가능",
12858,아우네포차,,송파구,N,N,N,N,N,,,N,레드테이블,,개롱역,37.4985772,127.1338152,301.99,N,,NORMAL,모범음식점,
12859,한강회관,,용산구,Y,N,N,N,Y,,"평일 11:00~22:00, 주말 11:00~22:00",N,레드테이블,http://cityfood.co.kr/h9/hangang01,이촌(국립중앙박물관)역,37.5219476,126.9753798,22.09898,N,,NORMAL,모범음식점,
12861,칠량,,강남구,Y,Y,N,Y,Y,,"매일 11:30~22:00, 매일 15:00~17:00",N,레드테이블,"http://www.kr7r.co.kr/,http://blog.naver.com/cr7095,http://kr7r.modoo.at/,http://intagram.com/_7ryang_/",갤러리 피치,37.5263824,127.0501323,280.29397,N,,NORMAL,"블루리본,트립어드바이저",
12862,신설홍어회집,,동대문구,Y,N,N,N,Y,,"매일 10:00~22:00, 주말 10:00~22:00",N,레드테이블,http://inulkate.modoo.at,황학동주방거리,37.5692499,127.0212833,238.75316,N,"홍어삼합(대),홍어찜(대),흑산도홍어정식(1인분),흑산도홍어회(한접시)",NORMAL,"모범음식점,씨트립,트립어드바이저",
12863,유정식당,,중구,N,N,N,N,N,,매일 00:00~24:00,N,레드테이블,,동대문디자인플라자(DDP),37.5675991,127.0099487,95.63883,N,,NORMAL,"모범음식점,트립어드바이저",
12864,무교동북어국집,,중구,N,N,N,N,N,,"평일 07:00~20:00, 공휴일 07:00~15:00",N,레드테이블,,환구단,37.5651628,126.9794849,100.35161,N,,NORMAL,"모범음식점,블루리본,씨트립",
12865,진상,서초점,서초구,Y,N,N,N,N,,매일 11:30~22:00,N,레드테이블,http://www.jinang.com/,강남,37.4970465,127.0281574,340.93456,N,"진상 스페샬 스끼전골,진상스페샬샤브샤브,특선 한우 샤브샤브(수퍼 프라임),특선 한우스끼야끼(수퍼프라임)",NORMAL,"모범음식점,씨트립",
12866,아웃백스테이크하우스,천호점,강동구,N,N,N,Y,Y,,"매일 11:30~22:00, 주말 11:00~22:00",N,"레드테이블,네이버","http://www.outback.co.kr,http://www.intagram.com/outbackkorea,http://www.facebook.com/koreaoutback",천호동로데오거리,37.5395086,127.1275408,143.94878,N,,NORMAL,"모범음식점,포장가능",6.6
12867,천용,,강남구,N,N,N,Y,N,일요일,매일 11:00~21:00,N,레드테이블,,예림당아트홀,37.4978884,127.0443114,131.16329,N,,NORMAL,,
12868,빕스,대방점,동작구,Y,Y,N,N,Y,,"평일 11:30~21:30, 주말 11:30~21:30, 공휴일 11:30~21:30",Y,"레드테이블,네이버",http://www.ivip.co.kr/,대방역,37.5133076,126.9257076,119.72375,Y,"DINNER,WEEKEND,HOLIDAY,스모크 우드박스 립아이 스테이크(400g),스모크 우드박스 안심 스테이크(260g),스모크 우드박스 채끝 등심 스테이크(350g)",NORMAL,"모범음식점,안심식당",
12869,만나,,영등포구,N,N,N,Y,N,일요일,매일 11:00~22:00,N,레드테이블,,여의도공원 문화의마당,37.5268606,126.9222995,263.5759,N,,NORMAL,"모범음식점,안심식당",
12870,아웃백스테이크하우스,공항점,강서구,N,N,N,N,Y,,매일 11:00~21:30,N,"레드테이블,네이버","http://www.outback.co.kr,http://www.intagram.com/outbackkorea,http://www.facebook.com/koreaoutback",스페이스K,37.561205,126.8310068,197.68023,N,,NORMAL,"모범음식점,안심식당,포장가능",
12872,버드나무집,서초동본점,서초구,Y,N,N,N,Y,,매일 11:00~22:00,N,레드테이블,http://budnamujip.modoo.at/,양재(서초구청)역,37.4847852,127.0333887,454.63205,N,,NORMAL,"미쉐린 가이드,블루리본,트립어드바이저",
12873,부옥당,,강남구,N,N,N,Y,N,,매일 12:00~22:00,N,레드테이블,,한얼공예,37.5125278,127.058843,119.22289,N,,NORMAL,,
12874,춘향골남원추어탕,묵동점,중랑구,Y,N,N,N,N,,매일 10:00~21:30,N,레드테이블,http://chunhyanggol.com/,서울생활사박물관,37.620247,127.0769439,243.00512,N,"우렁 추어탕,추어숙회,추어탕 ,통추어탕",NORMAL,"모범음식점,안심식당,포장가능",
12875,궁나라냉면묵밥,,종로구,Y,N,N,Y,N,,매일 10:00~21:00,N,레드테이블,,산마루놀이터,37.5762593,127.0124093,178.43996,N,,NORMAL,"모범음식점,씨트립,안심식당",
12876,희래등,,동작구,Y,N,N,N,Y,연중무휴,매일 11:30~22:00,N,레드테이블,http://www.heeraedeung.com/,노량진수산물도매시장,37.5147435,126.937792,473.78553,N,,NORMAL,안심식당,
12877,주식회사동양푸드,,동작구,N,N,N,N,N,,,N,레드테이블,,노량진역,37.5135875,126.940915,36.29776,N,,NORMAL,,
12878,임광루,,서초구,Y,N,N,N,N,연중무휴,매일 09:30~21:00,N,레드테이블,,효령대군이보묘역,37.4825394,126.9999909,523.58644,N,,NORMAL,"모범음식점,트립어드바이저",
12879,명륜진사갈비,송파방이점,송파구,Y,Y,N,N,Y,,매일 11:30~23:00,Y,레드테이블,"http://024249279.modoo.at,http://jinafd.com/donation",방이시장,37.5103815,127.11757,337.36048,N,명륜진사갈비 무한리필,NORMAL,모범음식점,
12880,카페아모제,롯데잠실점,송파구,N,N,N,Y,N,,매일 09:00~18:00,N,레드테이블,http://www.cafeamoje.com/,송파나루공원(석촌호수),37.5095713,127.0979729,2.4678,N,,NORMAL,,
12881,파크루안,,서초구,Y,Y,N,N,Y,,,N,"레드테이블,네이버","http://blog.naver.com/bitroruan,http://blog.naver.com/bitroruan",남부종합시장,37.49502,126.9847681,47.86511,N,,NORMAL,모범음식점,
12882,원조호수삼계탕,분점,영등포구,Y,N,N,N,N,,매일 11:00~21:30,N,레드테이블,,신풍역,37.5003259,126.9094185,554.649,N,"명인안동소주,삼계탕,오메기주",NORMAL,"모범음식점,안심식당",
12883,약초마을,본점,동작구,Y,N,N,N,N,,매일 11:00~21:30,N,레드테이블,http://www.greencho.co.kr/,자매공원(앙카라공원),37.5180729,126.9310101,287.70289,N,"유황오리1마리,유황오리2마리,유황오리3마리,황기오리",NORMAL,"모범음식점,안심식당",
12885,복먹고 복받고,,영등포구,Y,Y,N,Y,Y,,"평일 08:30~22:00, 주말 09:30~22:00",N,"레드테이블,네이버",http://m.blog.naver.com/boknbok2020,영등포청과시장,37.5217982,126.9005303,86.8929,N,,NORMAL,"룸,모범음식점,안심식당,트립어드바이저",
12886,강서복집,본점,강서구,Y,N,N,Y,Y,,매일 11:00~22:00,N,레드테이블,,증미역,37.557579,126.8616002,116.83468,N,,NORMAL,"모범음식점,안심식당",
12887,원광,잠실본점,송파구,Y,N,N,Y,N,연중무휴,매일 11:30~22:00,N,레드테이블,,새마을전통시장,37.5090348,127.0851607,609.27254,N,,NORMAL,모범음식점,
12888,오삼,,관악구,N,Y,N,Y,Y,,매일 05:00~02:00,N,레드테이블,,당곡시장,37.4902946,126.9288658,207.33541,N,,NORMAL,안심식당,
12889,영산강,,종로구,N,N,N,N,N,,,N,레드테이블,,종로신진시장,37.5703846,127.0050228,109.4908,N,,NORMAL,,
12890,진진 가마솥 설렁탕,,송파구,Y,Y,N,N,N,,매일 10:30~22:00,N,레드테이블,,송파둘레길장지천길 시작점,37.499379,127.1414249,266.59297,N,"갈비찜大,모둠수육전골大,설렁탕,특설렁탕",NORMAL,모범음식점,
12892,만석장,,은평구,Y,Y,N,N,Y,,매일 10:00~20:00,N,레드테이블,,,,,,N,,NORMAL,"모범음식점,씨트립,안심식당",
12893,서초원,,서초구,Y,Y,N,N,Y,일요일,"매일 11:30~15:00, 매일 17:00~22:00",N,레드테이블,"http://www.eochowon.com/,http://eochowon.modoo.at,http://marttore.naver.com/eochowon",흰물결아트센터,37.4934577,127.0073038,213.25205,N,"마주앙메독,세종상,전복초,화요41",NORMAL,모범음식점,
12894,명가네남원추어탕,,광진구,N,N,N,N,N,,매일 10:00~22:00,N,레드테이블,,군자(능동)역,37.556735,127.0805476,194.4077,N,"다슬기추어탕,우렁추어탕,전복추어탕,통추어탕",NORMAL,"모범음식점,안심식당",
12895,고흥만,,성동구,N,N,N,Y,N,,,N,레드테이블,,언더스탠드에비뉴,37.5436037,127.043614,452.10019,N,,NORMAL,모범음식점,
12896,신흥부전,,마포구,N,N,N,Y,N,일요일,매일 17:00~24:00,N,레드테이블,,JTBC,37.5769959,126.8900788,197.4906,N,"놀부전,몯므전,춘향전,흥부전",NORMAL,"모범음식점,안심식당",
